qid,query,category,query_type,setting,precision_at_5,recall_at_5,recall_at_20,recall_at_50,ndcg_at_5,mrr,map_at_5,hit_rate_at_5,coverage_at_5,diversity_at_5,novelty_at_5,intent_consistency_at_5,grounding_score,violation_rate,confidence_mean,confidence_std,runtime_sec,discarded
17,Top heritage and historical places in India,generic,broad,no_refinement,1.0,0.1,0.26,0.26,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,1.0,0.0,0.6889140376266478,0.054730086009084064,0.038366079330444336,0
18,Best hill stations in India,generic,broad,no_refinement,0.8,0.08,0.24,0.24,0.8592362568272441,1.0,0.76,1.0,0.6,1.1,0.09999999999999998,1.0,0.0,0.0,0.48457677634846713,0.09387993960082176,0.03542613983154297,0
19,Top spiritual destinations in India,generic,broad,no_refinement,1.0,0.1,0.3,0.3,1.0,1.0,1.0,1.0,0.6,0.8,0.13999999999999996,1.0,1.0,0.0,0.6640706639979651,0.039182478352930546,0.03442573547363281,0
20,Best wildlife and nature destinations in India,generic,broad,no_refinement,1.0,0.1,0.28,0.28,1.0,1.0,1.0,1.0,0.6,0.6,0.11999999999999997,1.0,1.0,0.0,0.7411971767447317,0.13595776775159357,0.037024736404418945,0
21,Top museums and monuments in India,generic,broad,no_refinement,0.8,0.08,0.24,0.24,0.7715178384918276,1.0,0.6433333333333333,1.0,0.6,1.0,0.15999999999999998,1.0,0.0,0.0,0.42470357457210295,0.03253244549544911,0.035717010498046875,0
22,Best places to visit in Hawa Mahal,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,0.8,0.07999999999999999,1.0,0.5,0.0,0.41381036780734026,0.10483731550548385,0.03952193260192871,0
23,Best places to visit in Deekshabhoomi,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9406213361243171,1.0,1.0,1.0,0.6,0.8,0.16,1.0,0.5,0.0,0.3994477281255438,0.13548101322100628,0.03989744186401367,0
24,Best places to visit in Ram-Raja,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9578532519107275,1.0,1.0,1.0,0.6,0.9,0.13999999999999999,1.0,0.5,0.0,0.35173472613492085,0.05670906757246253,0.037787675857543945,0
25,Best places to visit in Matangeshwar Temple,generic,city,no_refinement,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.7,0.13999999999999996,1.0,0.75,0.0,0.490530761003822,0.03951861506897155,0.04004263877868652,0
26,Best places to visit in Barakhamba's Tomb,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.3610136959323619,0.06474118317389858,0.04049849510192871,0
27,Best places to visit in Munnar,generic,city,no_refinement,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.22000000000000003,1.0,0.6,0.0,0.31721561207735705,0.34119387971091325,0.03358197212219238,0
28,Best places to visit in Marina Beach,generic,city,no_refinement,1.0,0.08620689655172414,0.25862068965517243,0.25862068965517243,1.0,1.0,1.0,1.0,0.6,0.9,0.2,1.0,0.75,0.0,0.5701760759112032,0.003273465696404846,0.03310060501098633,0
29,Best places to visit in Gateway of India,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.4,0.9,0.07999999999999999,1.0,0.5,0.0,0.4269461389806343,0.08058851068308243,0.03786301612854004,0
30,Best places to visit in Qutub Minar,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,0.8,0.07999999999999999,1.0,0.5,0.0,0.41847804207329364,0.10511532999978923,0.03953957557678223,0
31,Best places to visit in Red Fort,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.75,0.0,0.5451159924557658,0.08588549925441229,0.039221763610839844,0
32,Best places to visit in Golden Temple,generic,city,no_refinement,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.8,0.13999999999999996,1.0,0.75,0.0,0.5064293173402002,0.06250144386880224,0.03835296630859375,0
33,Best places to visit in Mysore Palace,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9589292442852898,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.5,0.0,0.3919245497391469,0.05682654296784884,0.040825843811035156,0
34,Best places to visit in Charminar,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9406213361243171,1.0,1.0,1.0,0.6,0.8,0.16,1.0,0.5,0.0,0.39642513051768513,0.1274789204195808,0.03926253318786621,0
35,Best places to visit in Hampi,generic,city,no_refinement,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.3,1.0,0.6,0.0,0.3064348850207795,0.347273638683811,0.03844428062438965,0
36,Best places to visit in Ellora Caves,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9355862468277816,1.0,1.0,1.0,0.6,0.9,0.16,1.0,0.5,0.0,0.35641392742815103,0.06679090597349452,0.03922724723815918,0
37,Best places to visit in Konark Sun Temple,generic,city,no_refinement,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.8,0.13999999999999996,1.0,0.75,0.0,0.46646892875126433,0.055262401835151485,0.03899574279785156,0
38,Best places to visit in Jagannath Temple,generic,city,no_refinement,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.8,0.9,0.18,1.0,0.75,0.0,0.49962191259432503,0.03475655561586615,0.03814864158630371,0
39,Best places to visit in Radhanagar Beach,generic,city,no_refinement,1.0,0.08620689655172414,0.25862068965517243,0.25862068965517243,1.0,1.0,1.0,1.0,0.6,0.9,0.2,1.0,0.75,0.0,0.5748598437840584,0.06206173227217659,0.033069610595703125,0
40,Best places to visit in Varkala Beach,generic,city,no_refinement,1.0,0.08620689655172414,0.25862068965517243,0.25862068965517243,1.0,1.0,1.0,1.0,0.6,0.9,0.2,1.0,0.75,0.0,0.5556908944389358,0.057767291991664665,0.031970977783203125,0
41,Best places to visit in Darjeeling,generic,city,no_refinement,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.26,1.0,0.9,0.0,0.7512636828244175,0.310284062131217,0.035988807678222656,0
42,Best places to visit in Ooty,generic,city,no_refinement,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.5,0.18,1.0,0.6,0.0,0.3157766256057581,0.3422884385496712,0.03719949722290039,0
43,Best places to visit in Madame Tussaud’s Museum,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.8,1.0,0.11999999999999997,1.0,0.75,0.0,0.4761406485165377,0.044156442707918415,0.040808916091918945,0
44,Best places to visit in B M Birla Science Museum,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,0.9,0.11999999999999997,1.0,0.75,0.0,0.4772210582371665,0.042046799742163056,0.043776750564575195,0
45,Best places to visit in City Palace Jaipur,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.41301837543235287,0.10189636334459044,0.03870034217834473,0
46,Best places to visit in Agra Fort,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.75,0.0,0.5478921640098304,0.11139429163398432,0.03971982002258301,0
47,Best places to visit in Kaziranga National Park,generic,city,no_refinement,1.0,0.046296296296296294,0.1388888888888889,0.1388888888888889,1.0,1.0,1.0,1.0,0.8,0.6,0.09999999999999998,1.0,0.75,0.0,0.5547018000545962,0.10452135236684904,0.0359039306640625,0
48,Best places to visit in Joshi's Museum of Miniature Railways,generic,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.8,1.1,0.18,1.0,0.7,0.0,0.4543442797616494,0.11258861324289034,0.04244065284729004,0
49,Best places to visit in Shanker's International Doll Museum,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.8,1.0,0.11999999999999997,1.0,0.75,0.0,0.47733931515598255,0.04735349739307123,0.04047441482543945,0
50,Best places to visit in Sree Chithra Art Gallery,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9312616145249246,1.0,1.0,1.0,0.8,0.8,0.13999999999999999,1.0,0.5,0.0,0.39237188258917743,0.07915086272842253,0.03950381278991699,0
51,Best places to visit in Lalbhai Dalpatbhai Museum,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.8,1.0,0.11999999999999997,1.0,0.75,0.0,0.4736580030150355,0.04498655001370426,0.04193615913391113,0
52,Best places to visit in Bangalore Palace,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,1.1,0.07999999999999999,1.0,0.5,0.0,0.399754015248103,0.09613892675681648,0.038866281509399414,0
53,Best places to visit in Fatehpur Sikri,generic,city,no_refinement,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.18,1.0,0.6,0.0,0.31567625626602663,0.3421808580305151,0.03632473945617676,0
54,Best places to visit in Lalbagh Botanical Garden,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,1.0,0.07999999999999999,1.0,0.5,0.0,0.4150137271058152,0.0881108840733166,0.03897595405578613,0
55,Best places to visit in Cubbon Park,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,1.1,0.07999999999999999,1.0,0.5,0.0,0.42940668743106125,0.11879643863338103,0.037249088287353516,0
56,Best places to visit in Sri Venkateswara Zoological Park,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9145255412093055,1.0,1.0,1.0,0.8,1.0,0.18,1.0,0.5,0.0,0.4013192976536691,0.0970794834432991,0.04007863998413086,0
57,Best places to visit in Ranthambore National Park,generic,city,no_refinement,1.0,0.046296296296296294,0.1388888888888889,0.1388888888888889,1.0,1.0,1.0,1.0,0.6,0.8,0.09999999999999998,1.0,0.75,0.0,0.5068853047015939,0.06777826992495739,0.03715062141418457,0
58,Best places to visit in Meenakshi Temple,generic,city,no_refinement,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.8,0.13999999999999996,1.0,0.75,0.0,0.47753624251275245,0.05436726805294127,0.03772115707397461,0
59,Best places to visit in Nainital,generic,city,no_refinement,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.31999999999999995,1.0,0.9,0.0,0.7286024303893021,0.2989198688084089,0.035858154296875,0
60,"Best places to visit in War Memorial, Batasia Loop",generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9312616145249246,1.0,1.0,1.0,0.6,1.0,0.13999999999999999,1.0,0.5,0.0,0.3570821062071952,0.045357290773474015,0.0397031307220459,0
61,Best places to visit in Elephanta Caves,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9480436629792125,1.0,1.0,1.0,0.6,0.8,0.13999999999999999,1.0,0.5,0.0,0.36493849833689185,0.06594387022420141,0.038697004318237305,0
62,Best places to visit in Gandhi Ninaivu Arungatchiyagam,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.953078752275748,1.0,1.0,1.0,0.8,0.8,0.13999999999999999,1.0,0.5,0.0,0.3879861042839606,0.09619149645240006,0.03822946548461914,0
63,Best places to visit in Gangotri,generic,city,no_refinement,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.24000000000000005,1.0,0.6,0.0,0.3136243220905909,0.34362026470871226,0.03492903709411621,0
64,Best places to visit in Doss & Co.,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9406213361243171,1.0,1.0,1.0,0.6,0.8,0.16,1.0,0.5,0.0,0.41048916578966727,0.12941936493581566,0.03945493698120117,0
65,Best places to visit in Buland Darwaza,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,1.0,0.07999999999999999,1.0,0.5,0.0,0.4046789172875317,0.09738230843531841,0.0396273136138916,0
66,Best places to visit in Jasmalnathji Mahadev Temple,generic,city,no_refinement,1.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,1.0,1.0,1.0,1.0,0.6,0.8,0.13999999999999996,1.0,0.75,0.0,0.46831346386974737,0.05795372878175461,0.03817605972290039,0
67,Best places to visit in Kerala Soil Museum,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.75,0.0,0.4889352644474365,0.0421078568205746,0.044731855392456055,0
68,Best places to visit in Gauribidanuru,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9406213361243171,1.0,1.0,1.0,0.6,0.8,0.16,1.0,0.5,0.0,0.40368640903254427,0.1337749578348542,0.04001045227050781,0
69,Best places to visit in Rupnagar,generic,city,no_refinement,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.24000000000000005,1.0,0.6,0.0,0.388155646236862,0.2831555470894142,0.03797292709350586,0
70,Best places to visit in Amarkantak,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9406213361243171,1.0,1.0,1.0,0.6,0.8,0.16,1.0,0.5,0.0,0.3956555433851455,0.13647854058808953,0.0387265682220459,0
71,Best places to visit in Sohra (Cherrapunji),generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9541744096832829,1.0,1.0,1.0,0.8,0.9,0.12,1.0,0.5,0.0,0.3613260029591415,0.07310130071322955,0.03936147689819336,0
72,Best places to visit in Shillong,generic,city,no_refinement,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.22000000000000003,1.0,0.6,0.0,0.32351477047575367,0.33874926859753185,0.037154197692871094,0
73,Best places to visit in Triumph of Labour,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.9406213361243171,1.0,1.0,1.0,0.8,0.8,0.16,1.0,0.5,0.0,0.4201327203171166,0.12865684774290212,0.03837466239929199,0
74,Best places to visit in Sanskar Kendra,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.968719168183832,1.0,1.0,1.0,0.6,0.8,0.12,1.0,0.5,0.0,0.3861101974250253,0.12111415812187182,0.04167008399963379,0
75,Best places to visit in Indo-Portuguese Museum,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.8,0.9,0.13999999999999996,1.0,0.75,0.0,0.531853567944018,0.07064644807938028,0.04036450386047363,0
76,Best places to visit in Jamali Kamali Tomb,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,0.8,0.07999999999999999,1.0,0.5,0.0,0.3710489892200764,0.08867906922098025,0.04069328308105469,0
77,Best places to visit in Kerala Museum,generic,city,no_refinement,1.0,0.02262443438914027,0.06787330316742081,0.06787330316742081,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.75,0.0,0.4889352644474365,0.0421078568205746,0.04288148880004883,0
78,Best places to visit in Iron Pillar,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.984359584091916,1.0,1.0,1.0,0.6,0.9,0.09999999999999998,1.0,0.5,0.0,0.37855425997899483,0.10182289769693925,0.0381622314453125,0
79,Best places to visit in Guwahati Planetarium,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,0.9,0.07999999999999999,1.0,0.5,0.0,0.3646871927825761,0.07375753732027822,0.040450334548950195,0
80,Best places to visit in Tomb of Abdul Rahim Khan-i-Khanan,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,1.0,1.0,1.0,1.0,0.6,0.7,0.07999999999999999,1.0,0.5,0.0,0.4287550752156838,0.05352545042463256,0.03949427604675293,0
81,Best places to visit in Chhota Qutub Minar,generic,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.986596874045655,1.0,1.0,1.0,0.6,0.8,0.07999999999999999,1.0,0.5,0.0,0.4178564015595897,0.10505316409443996,0.0394597053527832,0
82,I need family-friendly places in Ajitgarh,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,0.6666666666666666,0.0,0.4528182830648239,0.03371626824636187,0.03485918045043945,0
83,Suggest a budget trip for me in Ajitgarh,personal,city,no_refinement,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.6,0.8,0.5,0.0,0.3333333333333333,1.0,0.15946968418921226,0.011396890125020088,0.0416417121887207,0
84,My parents need easy-access attractions in Ajitgarh,personal,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.8,0.0,0.6336550254784952,0.07601826957041566,0.039316654205322266,0
85,I want nature and photography spots in Ajitgarh,personal,city,no_refinement,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.8,0.5,0.13999999999999996,1.0,0.6666666666666666,0.0,0.4166214063440842,0.08148767778546397,0.03770256042480469,0
86,I need family-friendly places in Ashoka Pillar,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.6666666666666666,0.0,0.415404590071316,0.012436953862249705,0.034906864166259766,0
87,Suggest a budget trip for me in Ashoka Pillar,personal,city,no_refinement,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,1.0,0.7,0.5,0.0,0.3333333333333333,1.0,0.18003096441564723,0.058171720417497255,0.041527748107910156,0
88,My parents need easy-access attractions in Ashoka Pillar,personal,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.8,0.0,0.5614242045935758,0.019157089987591344,0.040647268295288086,0
89,I want nature and photography spots in Ashoka Pillar,personal,city,no_refinement,1.0,0.022935779816513763,0.06422018348623854,0.06422018348623854,1.0,1.0,1.0,1.0,0.8,0.6,0.11999999999999997,1.0,0.6666666666666666,0.0,0.36473891318319873,0.07245926986305186,0.03814196586608887,0
90,I need family-friendly places in Calico Textile Museum,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.6666666666666666,0.0,0.4617554370657981,0.03095626536866168,0.03631854057312012,0
91,Suggest a budget trip for me in Calico Textile Museum,personal,city,no_refinement,1.0,0.13513513513513514,0.40540540540540543,0.40540540540540543,1.0,1.0,1.0,1.0,0.8,0.7,0.52,0.0,0.6,0.0,0.32186724319540183,0.025217375178951455,0.03692269325256348,0
92,My parents need easy-access attractions in Calico Textile Museum,personal,city,no_refinement,1.0,0.01773049645390071,0.05319148936170213,0.05319148936170213,1.0,1.0,1.0,1.0,0.4,0.8,0.11999999999999997,1.0,0.8,0.0,0.610403133288061,0.017494309308318225,0.037313222885131836,0
93,I want nature and photography spots in Calico Textile Museum,personal,city,no_refinement,1.0,0.022935779816513763,0.06422018348623854,0.06422018348623854,1.0,1.0,1.0,1.0,0.6,0.7,0.09999999999999998,1.0,0.6666666666666666,0.0,0.3785906004806067,0.06528699805981704,0.040175437927246094,0
94,I need family-friendly places in Vintage and Classic Car Collection,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.6666666666666666,0.0,0.4844787304403801,0.07175136971732339,0.03529500961303711,0
95,Suggest a budget trip for me in Vintage and Classic Car Collection,personal,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.5353800438262759,1.0,1.0,1.0,0.8,0.7,0.5,0.0,0.3333333333333333,1.0,0.15734061345616984,0.010901393196829385,0.04203176498413086,0
96,My parents need easy-access attractions in Vintage and Classic Car Collection,personal,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.8,0.0,0.5875365915025448,0.035439450081119886,0.04089522361755371,0
97,I want nature and photography spots in Vintage and Classic Car Collection,personal,city,no_refinement,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.8,0.5,0.13999999999999996,1.0,0.6666666666666666,0.0,0.4132479899041325,0.08095348495764149,0.03981423377990723,0
98,I need family-friendly places in Kurukshetra Panorama and Science Centre,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.6666666666666666,0.0,0.4247973795282613,0.021506545570628977,0.036745309829711914,0
99,Suggest a budget trip for me in Kurukshetra Panorama and Science Centre,personal,city,no_refinement,1.0,0.012853470437017995,0.038560411311053984,0.038560411311053984,0.5353800438262759,1.0,1.0,1.0,0.6,0.7,0.5,0.0,0.3333333333333333,1.0,0.15222851101664675,0.0031691324953575695,0.041787147521972656,0
100,My parents need easy-access attractions in Kurukshetra Panorama and Science Centre,personal,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.8,0.0,0.56016619229774,0.01819869325026175,0.04051494598388672,0
101,I want nature and photography spots in Kurukshetra Panorama and Science Centre,personal,city,no_refinement,1.0,0.022935779816513763,0.05963302752293578,0.05963302752293578,1.0,1.0,1.0,1.0,0.6,0.7,0.07999999999999999,1.0,0.6666666666666666,0.0,0.33564470487331566,0.046308084218129965,0.04111766815185547,0
102,I need family-friendly places in Chennai Railway Museum,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.6666666666666666,0.0,0.4458151527298669,0.017925411712097376,0.03816485404968262,0
103,Suggest a budget trip for me in Chennai Railway Museum,personal,city,no_refinement,1.0,0.13513513513513514,0.40540540540540543,0.40540540540540543,1.0,1.0,1.0,1.0,0.8,0.7,0.5,0.0,0.6,0.0,0.2723454891514018,0.01236546109961337,0.03721356391906738,0
104,My parents need easy-access attractions in Chennai Railway Museum,personal,city,no_refinement,1.0,0.01773049645390071,0.05319148936170213,0.05319148936170213,1.0,1.0,1.0,1.0,0.6,1.0,0.09999999999999998,1.0,0.8,0.0,0.6148080757660258,0.03230862540941788,0.03792166709899902,0
105,I want nature and photography spots in Chennai Railway Museum,personal,city,no_refinement,1.0,0.022935779816513763,0.06422018348623854,0.06422018348623854,1.0,1.0,1.0,1.0,0.6,0.7,0.07999999999999999,1.0,0.6666666666666666,0.0,0.36279393765175916,0.060925063820153266,0.03976273536682129,0
106,I need family-friendly places in Kirtistambh,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,0.6666666666666666,0.0,0.446304800860111,0.029385117342593498,0.049211740493774414,0
107,Suggest a budget trip for me in Kirtistambh,personal,city,no_refinement,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.8,0.7,0.5,0.0,0.3333333333333333,1.0,0.15915847249033396,0.016016190339231347,0.05641961097717285,0
108,My parents need easy-access attractions in Kirtistambh,personal,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.8,0.0,0.633945145510735,0.07596784377705272,0.05487942695617676,0
109,I want nature and photography spots in Kirtistambh,personal,city,no_refinement,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.8,0.5,0.13999999999999996,1.0,0.6666666666666666,0.0,0.4196956303125015,0.08053511571999633,0.04351234436035156,0
110,I need family-friendly places in Gohilwad Timbo,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.0,0.09999999999999998,1.0,0.6666666666666666,0.0,0.4539432058636524,0.028791268086904413,0.03615760803222656,0
111,Suggest a budget trip for me in Gohilwad Timbo,personal,city,no_refinement,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.6,0.8,0.5,0.0,0.3333333333333333,1.0,0.15277357558971202,0.004461644081545449,0.04224872589111328,0
112,My parents need easy-access attractions in Gohilwad Timbo,personal,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.8,0.0,0.6376840545128284,0.07736283551692394,0.04054999351501465,0
113,I want nature and photography spots in Gohilwad Timbo,personal,city,no_refinement,1.0,0.022935779816513763,0.06880733944954129,0.06880733944954129,1.0,1.0,1.0,1.0,0.8,0.5,0.13999999999999996,1.0,0.6666666666666666,0.0,0.41935630476383945,0.08030907612716244,0.03980422019958496,0
114,I need family-friendly places in Borsad Stepwell,personal,city,no_refinement,1.0,0.040983606557377046,0.12295081967213115,0.12295081967213115,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.6666666666666666,0.0,0.4328311343823934,0.020777294619831056,0.03566575050354004,0
115,Suggest a budget trip for me in Borsad Stepwell,personal,city,no_refinement,1.0,0.012853470437017995,0.03598971722365039,0.03598971722365039,0.5353800438262759,1.0,1.0,1.0,0.6,0.8,0.5,0.0,0.3333333333333333,1.0,0.1517412741214057,0.002534316763843905,0.041904449462890625,0
116,My parents need easy-access attractions in Borsad Stepwell,personal,city,no_refinement,1.0,0.02252252252252252,0.06756756756756757,0.06756756756756757,1.0,1.0,1.0,1.0,0.4,1.1,0.09999999999999998,1.0,0.8,0.0,0.5731349747794097,0.028860777486102874,0.040491580963134766,0
117,I want nature and photography spots in Borsad Stepwell,personal,city,no_refinement,1.0,0.022935779816513763,0.06422018348623854,0.06422018348623854,1.0,1.0,1.0,1.0,0.8,0.6,0.11999999999999997,1.0,0.6666666666666666,0.0,0.35934192265797665,0.06575174462065689,0.03948831558227539,0
